content_id,tmdb_id,title,content_type,country_code,runtime_minutes,episode_count,overview
862,1023825,쥬라기캅스 극장판: 공룡시대 대모험,영화,,64.0,,"평화로운 라이트시티, 공찬과 친구들은 학교 앞에서 미니공룡을 팔고 있는 정체불명의 상인들을 발견한다. 그들의 정체는 바로 사라진 줄 알았던 악당, 어부바단! 시간 여행을 할 수 있는 타임큐브를 이용해 공룡시대의 공룡들을 미니공룡으로 만들어 데려 온 뒤, 거대화 시켜 지구를 공격해 온다!  한편, 과거로 돌아간 어부바단이 6,500만 년 전의 젊은 주관장을 공격해 쥬라기캅스의 탄생을 막아 현재의 쥬라기캅스를 소멸시켜버리고 공찬 일행도 타임큐브를 별별해적단에 빼앗겨 공룡시대에 갇히고 만다. 공찬 엄마의 노력으로 공룡시대에서 탈출해 쥬라기캅스의 부활에 성공한 공찬과 친구들! 현재로 돌아와 메카 공룡으로 도시를 공격하는 어부바단과 지구의 운명이 걸린 최종 결투를 벌이게 된다."
863,1322328,임영웅│아임 히어로 더 스타디움,영화,KR,109.0,,"10만 영웅시대와 함께 상암벌을 정복한 임영웅의 스타디움 입성기! “영웅시대가 저와 별의 이야기를 함께 써 내려가고 있다고 생각해요” 2024년 5월, 서울월드컵경기장에서 양일 10만 명의 관객을 동원하며 콘서트 안팎으로 폭발적인 화제를 일으켰던 임영웅의 콘서트를 극장에서 다시 만난다. 무대 위 압도적인 가창력과 다채로운 퍼포먼스, 새로운 도전을 마다 않는 무대 뒤의 열정적인 모습과 영웅시대를 향한 진솔한 마음, 그리고 최고의 공연을 위해 임영웅과 제작진 모두가 합심해 달려온 1년여의 기록까지, 초대형 IMAX와 ScreenX로 풍성하게 담았다! 영웅시대와 함께 더 큰 꿈을 꾸는 가수 임영웅의 하늘빛 축제가 스크린에서 펼쳐진다!"
864,977826,극장판 윌벤져스: 수상한 캠핑 대소동,영화,,79.0,,"동물들과의 대화는 물론, 공룡 젤리를 먹고 엄청난 초능력을 발휘하는 ‘윌리엄’과 ‘벤틀리’는 슈퍼 히어로가 되고 싶은 사고뭉치 히어로 꿈나무들.  어느 날, 샘 아빠와 함께 즐거운 캠핑 여행을 떠난 ‘윌벤져스’는 놀이터에서 신비로운 능력을 가진 여우 소녀 ‘미호’를 만나 친구가 된다  깊은 숲속 신비한 여우굴로 향한 ‘윌벤져스’는 ‘미호’의 놀라운 비밀을 알게 되고, ‘미호’ 가족을 노리는 사냥꾼들의 습격으로 모두가 큰 위험에 빠지고 마는데…  과연 ‘윌벤져스’는 아빠와 친구를 구하고, 무사히 캠핑을 마칠 수 있을까?!"
865,834928,"N번방: 악의 평범성, 그리고 디지털 공간",영화,,51.0,,
866,1266533,"포켓몬스터: 성도지방 이야기, 최종장",영화,KR,83.0,,"결승 토너먼트에서 만난 숙명의 라이벌, ‘지우’ vs ‘바람’!  성도지방에서 8개의 배지를 모두 모아 은빛대회에 참가한 ‘지우’ 결승 토너먼트에서 숙명의 라이벌, ‘바람’을 마주한다.  “이 ‘바람’님의 라이벌이 되기엔 물 건너가도 한~참 물 건너간 것 같은데?”  언제나 ‘지우’를 얕보며 한 발짝 앞서 나갔던 ‘바람’이지만 포켓몬을 향한 열정이라면 ‘지우’도 지지 않는다.  태초마을을 떠날 때부터 포켓몬마스터의 꿈을 꾼 두 사람 수많은 모험과 만남으로 쌓아온 각자의 성과를 성도리그에서 확인하게 된다. 과연 이 배틀의 승자는…?"
867,1661092,노이즈 캔슬링,영화,KR,24.0,,현실의 소음을 피해 나 홀로 디스코 세상을 즐기던 고등학생 준성. 어느 날 헤드셋을 낀 채 춤을 추는 여학생 마리와 마주하지만 주변 소리를 차단한 준성은 그의 소리 없는 입모양만 볼 뿐이다. 그녀는 뭐라고 했을까?
868,1013346,고고다이노 극장판: 얼음공룡의 비밀,영화,KR,74.0,,"렉스, 토모, 비키, 핑이 지키고 있는 평화로운 우르르 행성에 악당 제니와 미스터 블랙이 나타났다!  공룡 마니아 제니는 우르르 행성의 공룡들을 납치하기 시작하고, 전투 중인 ‘핑’도 결국 잡혀간다.  막강해진 제니와 미스터 블랙을 막기 위해 고고다이노 대원들은 전설의 공룡을 찾아가게 되고,  최강 합체 로봇인 ‘고고킹 다이노’로 변신할 수 있는 다이노 스톤을 얻게 된다!  하지만, 위기감을 느낀 미스터 블랙과 제니는 잠들어 있던 어둠의 얼음공룡을 깨우고 마는데…!  얼음왕국의 위기에 빠진 우르르 행성!  고고다이노 대원들은 ‘핑’과 공룡들을 구하고, 우르르 행성을 지킬 수 있을까?"
869,1154697,르네에게,영화,KR,105.0,,우연히 길을 걷다 ‘세진’의 음악을 듣게 된 ‘은영’. 친구이자 애인이었던 ‘민경’으로 연결된 두 사람은 기타를 배우기 위해 스승과 제자로 만남을 이어간다. 음악으로 이어진 관계 속 서로의 ‘상실’과 ‘사랑’을 공유하며 또 다른 감정을 느끼게 되는데...
870,1390593,면접교섭,영화,KR,82.0,,"각각의 이유로 이혼을 하게 된 두 아버지의 이야기를 다룬 다큐멘터리. 이들은 법적으로 보장된 면접교섭권을 행사하지 못한다. 비양육자에 대한 한국 사회의 인식과 면접교섭권의 한계를 고발하며, 이 갈등 속에서 아이들이 겪는 고통과 혼란을 조명한다."
871,635852,서울역,영화,KR,84.0,,
872,923718,감금,영화,,0.0,,어느 편션에 일본에서 들여온 나무가 있다. 그 나무로 인해 사람들이 기억을 잃기 시작하고 펜션주인과 본좌만이 정상적인 생활이 가능하다. 그 나무를 이용하여 펜션주인과 본좌가 사람들을 감금시키고 자기 만족을 하기 시작한다.
873,1244564,아무도 모른다,영화,KR,8.0,,두 할머니는 평생을 함께한 부부이다. 하지만 사회는 그들을 부부로 허락하지 않았다. 그들은 어느 노부부와 다르지 않지만 다른 일상을 살아간다. 소박하고 따듯한 일상을 보내는가 하면 밖에서는 손을 잡는 일도 쉽지가 않다. 그러던 어느 날 할머니가 쓰러지게 된다. 법적인 제도로부터 보호받지 못하는 두 할머니에 삶에는 균열이 생긴다.
874,1420353,헬로카봇 올스타 스페셜,영화,KR,67.0,,"헬로카봇 10주년 기념, 이번엔 스페~셜로 돌아왔다! 올스타로 새롭게 돌아온 전설의 카봇들과 스타가디언의 NEW 카봇까지 대거 출동! 차탄 & 카봇들과 함께하는 씽-나는 생일파티! 무더운 여름, 시원한 극장에서 즐거운 생일파티 즐겨요- 올 여름도 헬로카봇!"
875,923301,된다! 뭐든! 무서울 뻔~한 이야기,영화,KR,48.0,,"인생의 모토는 하면 ‘된다! 뭐든!’. 좌충우돌 명랑 라이프를 선보였던 순도 100% 무한긍정주의자 인플루언서 된다가 으슬으슬 소름끼치는 괴담을 들고 돌아왔다?! 깊어가는 할로윈 밤, 서노의 말카페에 귀신 분장을 하고 모인 된다와 친구들은 분위기를 살려 무서운 이야기 릴레이를 시작하는데… 이야기가 어딘가 이상하다(?) 기이한 경험담부터 고전 괴담까지, 코믹과 오싹을 넘나드는 된다표 심야괴담회가 시작된다!"
876,493553,아수라: 야쿠자의 길,영화,,75.0,,"1960년대 초기, 일본은 고도 경제성장기에 들고 호경기를 누렸다. 동시에 일본 야쿠자의 규모는 5천여 개 단체, 18만 명에 이르렀고 10년 동안 매년 8만 명이 새로 들어와 성장하였다. 당시 야쿠자의 양대 산맥 산앙회와 학정회는 서로를 견제하며 싸움이 끊이지 않았고 항상 일촉즉발의 공기가 흐른다. 학정회는 산앙회를 경계하기 위해 관동지방을 연합했고 그 중심에는 다른 야쿠자들과 다르게 의리 있고 점잖은 수완가, 이시타가 있었다. 이시타가 관동 연합을 성공적으로 이끌자, 국가는 야쿠자를 견제하여 그들의 주 수익 종목인 도박과 자릿세를 정상작전이라는 이름 하에 불가하게 하였으나, 이시타는 시대에 맞춰 합법적으로 세금을 내는 사업을 강구하고 건설업과 부동산으로 타츠미 산업을 시작하려 하는데…."
877,1423207,우리의 이름,영화,KR,82.0,,"지방의 공업고등학교로 전학 온 영현B. 우연히 자신과 이름이 같은 영현A를 만나 친구가 된다. 공고 생활에 익숙한 영현A는 자격증 준비에 서툰 영현B를 도와주고, 인문계 출신인 영현B는 대기업 입사를 꿈꾸는 영현A의 자기소개서 작성을 도와주며 서로의 부족한 부분을 채워간다. 결국 영현B와 A는 같은 대기업 입사를 두고 불가피하게 경쟁을 하는데, 친구이면서 경쟁할 수밖에 없는 상황에 놓인 두 영현. 우정과 경쟁, 청소년과 청년 사이에서 쓰라린 성장통을 겪으며 둘은 마침내 사회로 나아간다."
878,291496,이런 엿같은 사랑,드라마,KR,,12.0,"사건을 쫓던 중 기억을 잃은 야심 찬 검사 고은새. 그런 그녀 앞에 남자 친구라며 나타난 복싱 코치 장태하. 어쩌다 보니 그와 동거는 시작됐지만, 이런 엿 같은 사랑에 빠져도 괜찮은 걸까?"
879,33238,런닝맨,예능,KR,85.0,818.0,"대한민국 최고의 연예인들이 곳곳에 있는 미션을 해결하고, 끊임없는 질주와 긴박감 넘치는 대결을 통해 대한민국 랜드마크들의 숨겨진 뒷모습을 전격 공개하는 프로그램"
880,52910,김병만의 정글의 법칙,예능,KR,,893.0,세계의 곳곳에 존재하는 야생을 배경으로 생존을 펼치는 생존 버라이어티 프로그램
881,276161,참교육,드라마,KR,70.0,10.0,"선 넘는 학생, 학부모, 교사. 대한민국 교권이 무너졌다. 교육 현장을 바로잡기 위해 창설된 ‘교권보호국’. 그들의 유쾌, 상쾌, 통쾌한 참교육이 시작된다."
882,298610,오싹한 연애,드라마,KR,,12.0,"귀신을 보는 상속녀와 에이스 검사. 두 사람이 손잡으면 환상적인 시너지를 낸다는 사실을 알게 된 후, 미제 살인 사건을 해결하기 위해 의기투합한다."
883,71026,출동! 슈퍼윙스,드라마,CN,12.0,604.0,세상에서 가장 빠른 택배 비행기 호기와 멋진 변신 비행기 친구들 슈퍼윙스가 펼치는 세계 문화탐험 어드벤처 이야기
884,200709,약한영웅,드라마,KR,84.0,16.0,"연시은은 공부 외엔 관심이 없지만 걸어온 싸움을 피하지도 않는다. 타고난 두뇌로 유리한 상황을 만들고 주변 도구를 활용하여 자신을 보호하던 시은이지만 혼자이기에 결국 위기가 닥치고, 그 순간 또 다른 아웃사이더 안수호와 전학생 오범석의 도움을 받는다. 그렇게 정글 같은 학교에서 살아남기 위해 따로 또 같이 싸우던 이들 사이에 묘한 우정이 싹튼다."
885,65278,SBS 인기가요,예능,KR,70.0,1597.0,한 주간 화제가 되었던 인기가요를 소개하고 인기 가수들의 최신 음악을 들을 수 있는 SBS 가요 순위 프로그램
886,93405,오징어 게임,드라마,KR,,22.0,빚에 쫓기는 수백 명의 사람들이 서바이벌 게임에 뛰어든다. 거액의 상금으로 새로운 삶을 시작하기 위해. 하지만 모두 승자가 될 순 없는 법. 탈락하는 이들은 치명적인 결과를 각오해야 한다.
887,296206,김부장,드라마,KR,,10.0,"평범한 가장이자 아빠. 어느 날 딸이 흔적도 없이 실종되자, 그는 딸을 되찾기 위해 오래전 봉인해 둔 비밀 작전 기술을 다시 꺼내 든다. 하지만 곧 위험한 시선이 그를 향하기 시작한다."
888,127529,사냥개들,드라마,KR,61.0,15.0,사람 목숨보다 돈이 먼저인 사채업의 세계에 휘말린 두 청년이 거대한 악의 세력에 맞서 목숨 걸고 싸우는 이야기를 그린 넷플릭스 시리즈 . 주먹만큼은 자신 있는 건우와 우진이 은퇴한 사채업계의 전설 최 사장과 함께 법 위에 군림하는 악명 높은 불법 사채업자 명길에게 맞서는 이야기.
889,297826,도굴왕,드라마,KR,,12.0,"현대에 출몰한 신의 무덤. 유물로 영웅의 능력을 쓰게 된 사람들, 부를 얻게 된 사람들. 그리고 그 유물을 털어가는 의문의 도굴꾼이 나타났다. 도굴왕. ""아이씨, 미치겠네. 여기도 또 그자식이 다 털어 갔냐!"" 네 것도 내것. 내 건 당연히 내것. 다시 살아난 도굴꾼, 그가 세상 모든 무덤을 접수하기 시작한다!"
890,72896,미운 우리 새끼,예능,KR,100.0,494.0,"* 당신은 아들에 대해 얼마나 알고 있습니까?  오늘 내 아들이 누구를 만나서 어떤 이야기를 들었는지...  왜 오늘따라 얼굴이 어두워 보이는지, 혹은 왜 이렇게 들떠 보이는지~  식탐은 갑자기 왜 이렇게 늘어난거며, 쉬는 날은 왜 이렇게 잠만 자는 건지...  당신은.. 당신의 아들에 대해 얼마나 알고 있습니까? * 엄마의 다시 쓰는 육아일기!"
891,119769,모범택시,드라마,KR,64.0,48.0,베일에 가려진 택시회사 무지개 운수와 택시기사 김도기가 억울한 피해자를 대신해 복수를 완성하는 사적 복수 대행극
892,219246,폭싹 속았수다,드라마,KR,,16.0,"당차고 야무진 소녀와 우직하고 헌신적인 소년. 제주 바닷가 작은 마을에서 한 뼘씩 자라온 두 사람의 인생은 어디로 향할까. 넘어지고 좌절해도 다시 일어서며, 세월을 뛰어넘어 피어나는 사랑 이야기."
893,300727,아파트,드라마,KR,,12.0,"거금이 간절한 전직 조직 보스. 똑 부러지는 변호사 지망생과 함께 대단지 아파트에 숨겨진 눈먼 돈을 노리는 한탕을 계획한다. 그러나 그 과정에서, 아파트에 숨겨진 뿌리 깊은 비리를 파헤치게 된다."
894,136915,캐치! 티니핑,드라마,KR,13.0,182.0,"티니핑을 캐치하기 위해 지구에 온 이모션 왕국의 로미 공주! 베이커리 하트로즈에서 사촌언니를 도우며 일상을 보내지만, 티니핑이 나타나면 마법의 콤팩트로 티니핑을 캐치한다. 항상 옆을 지켜주는 로열 티니핑들과 어려움을 극복해가는 로미는 과연 티미핑을 모두 캐치하고 왕국으로 돌아 갈 수 있을까?"
895,64369,TV 동물농장,예능,KR,,1264.0,"야생의 자연을 누비는, 혹은 우리 곁에서 함께 호흡하며 살아가는 수십만 종의 동물들! 인간과 밀접한 생활을 나누는 이들을 우리는 얼마나 진심으로 이해하고 있는가? 본 기획에서는 인간 중심의 사회에서 벗어나, 인간과 동물 그 진정한 커뮤니케이션을 추구하는 동물 전문 프로그램"
896,67915,도깨비,드라마,KR,77.0,16.0,"2016년 12월 tvN에서 방영을 시작한 드라마. 도깨비 설화를 모티브로 김은숙 작가가 3년 전부터 기획하였으며 사극과 현대극을 오가는 판타지적인 요소를 강조한 드라마이다. 당신이 세상에서 멀어지고 있을 때 누군가 세상 쪽으로 등을 떠밀어 주었다면, 그건 신이 당신 곁에 머물다 가는 순간이다.불멸의 삶을 끝내기 위해 인간 신부가 필요한 도깨비, 그리고 그와 기묘한 동거를 시작한 기억상실증 저승사자. 그런 그들 앞에 도깨비 신부라 주장하는 죽었어야 할 운명의 소녀가 나타나며 벌어지는 신비로운 낭만 설화."
897,99966,지금 우리 학교는,드라마,KR,65.0,12.0,좀비 바이러스 발생의 시발점이 된 고등학교. 이곳에 갇힌 학생들은 필사적으로 탈출구를 찾아야만 한다. 그렇지 않으면 감염되어 좀비가 될 뿐.
898,139798,솔로지옥,예능,KR,60.0,53.0,"매력적인 싱글 남녀가 무인도에 갇혔다. 누군가와 커플이 되는 게 유일한 탈출 방법. 근데 커플들이 '천국도'로 이동해 밤을 불태울 때, 솔로는 '지옥도'에 남아 자급자족해야 한다고?"
899,259837,원더풀스,드라마,KR,80.0,8.0,"종말론이 득세하던 1999년, 뜻밖의 사건으로 초능력을 얻은 동네 허당들이 평화를 위협하는 빌런과 맞서 싸운다. 어설픈 초능력자들의 예측 불허 사건들이 이어지는 세기말 코미디 액션 어드벤처."
900,112888,여신강림,드라마,KR,,16.0,외모 콤플렉스를 가지고 있다가 화장을 통해 여신이 된 주경과 남모를 상처를 간직한 수호가 만나 서로의 비밀을 공유하며 성장하는 자존감 회복 로맨틱 코미디
901,130931,SBS Inkigayo,드라마,KR,,1122.0,
902,96648,스위트홈,드라마,KR,,26.0,인간이 무시무시한 괴물로 변하는 세상. 사방이 공포로 물들었다. 이제 소수의 생존자들은 끝까지 인간성을 놓치지 않기 위해 목숨 건 사투를 벌인다.
903,68398,낭만닥터 김사부,드라마,KR,60.0,52.0,"지방의 초라한 돌담 병원, 한때 신의 손으로 불리었지만 이제는 스스로를 낭만닥터라 칭하며 은둔생활을 즐기고 있는 괴짜 천재 의사 김사부. 그런 그의 앞에 열정 넘치는 젊은 의사가 찾아온다."
904,241454,엄마친구아들,드라마,KR,80.0,16.0,오류난 인생을 재부팅하려는 여자와 그 여자의 살아있는 흑역사인 '엄마 친구 아들'이 벌이는 로맨틱 코미디
905,136283,더 글로리,드라마,KR,,16.0,"고등학교 시절, 끔찍한 괴롭힘에 시달렸던 여자. 많은 시간이 흐른 후, 가해자들을 응징하기 위해 그녀가 치밀한 복수를 감행한다."
906,279323,동궁,드라마,KR,,8.0,영혼의 세계를 넘나드는 구천과 귀신의 소리를 듣는 궁녀 생강. 왕의 부름을 받은 둘이 동궁에 깃든 저주를 파헤친다. 깊고 은밀한 비밀에 다가서는 미스터리 오컬트 사극.
907,135157,환혼,드라마,KR,75.0,30.0,"역사에도 지도에도 존재하지 않은 대호국을 배경으로, 영혼을 바꾸는 '환혼술'로 인해 운명이 비틀린 주인공들이 이를 극복하고 성장해가는 판타지 로맨스 활극"
908,253960,가스인간,드라마,KR,,8.0,"한국과 일본의 최정상 크리에이터들이 협력해, 도호 영화사의 전설적 특수 촬영 영화 《가스인간 제1호》를 오리지널 스토리로 전면 리부트한다. 형체가 없는 기묘한 존재, 가스인간. 그가 이제 우리의 세상을 뒤흔든다.

생방송 중에 일어난 사망 사건. 범인은 '가스인간'이었다. 그리고 그 배후에는 취약한 사람들을 쓰고 버린 비밀 프로젝트가 은폐돼 있었다. 이제 한 형사가 그 가공할 진실을 추적한다."
909,5707,X맨,예능,KR,,181.0,"SBS에서 2003년 11월 8일부터 2007년 4월 8일까지 방영했던 실제상황 토요일과 일요일이 좋다의 전 코너이며, 총 178회 방영되었다."
910,197067,이상한 변호사 우영우,드라마,KR,70.0,16.0,"2022년 6월 ENA에서 방영을 시작한 드라마. 천재적인 두뇌의 소유자이면서 동시에 자폐 스펙트럼 장애를 가진 영우는 강점과 약점을 한 몸에 지니고 있다. 영우의 강점은 우리들 대부분이 범접할 수 없을 만큼 탁월하지만, 영우의 약점은 우리들 대부분이 깜짝 놀랄 만큼 취약하다. 서울대 로스쿨을 수석 졸업하고 변호사 시험에 합격한 우영우가 대형로펌 법무법인 한바다의 변호사가 된다. 신입 변호사이자 자폐 스펙트럼 장애를 가진 여성으로서 그녀는 법정 안팎에서 다양한 난관을 헤쳐 간다."
911,207924,"나는 SOLO, 그 후 사랑은 계속된다",예능,KR,45.0,168.0,"<나는 SOLO> 출연자들의 사랑은 솔로 나라 밖에서도 계속된다! 솔로 탈출을 꿈꾸며 솔로 나라에 입성한 청춘 남녀의 그 후, 그들의 사랑 이야기를 담은 극사실주의 리얼리티 프로그램"
912,113268,경이로운 소문,드라마,KR,64.0,28.0,"명인 포스의 주방 여사 추매옥을 중심으로, 칼자국 깊게 패인 건달 아우라의 주방 보조 가모탁, 반찬은 셀프를 외치는 시니컬한 홀서빙 도하나 그리고 고교생 알바 소문. 대화도 없이 눈빛만으로도 합이 쩍쩍 맞는 국숫집을 운영하는 네 사람의 실제 직업은 슈퍼히어로다. 그들은 죽음의 강을 건너다가 악귀 사냥꾼으로 다시 태어났다. 사람은 살리고, 악귀는 잡는 따뜻한 이웃, 카운터들의 통쾌한 악귀 사냥이 시작된다."
913,61194,로보카 폴리,드라마,KR,11.0,120.0,"로보카폴리 구조본부가 있는 브룸스타운에는 사고뭉치 골목대장 피터가 아빠, 엄마, 동생 루시, 반려견 버디와 함께 단란한 가정에 살고 있다. 피터는 단짝친구 조니, 새침데기 신디, 겁 많은 모범생 찰스와 함께 재밌는 놀거리와 신나는 모험을 찾아 마을 곳곳을 누빈다. 하지만 아이들의 즐거운 일상 뒤편에는 늘 안전사고의 위험이 도사리고 있다. 집, 학교, 놀이터 등에서 실수와 부주의로 발생하는 위급한 상황과 각종 재난재해에 맞서 소중한 생명을 지켜주는 우리의 수퍼히어로, “로이!” 구조가 끝난 뒤에는 어린이 눈높이에 맞춘 쉽고 체계적인 설명으로 사고를 예방할 수 있는 안전수칙을 전달해 준다. 용감한 로이와 구조대원들 덕분에 브룸스타운은 늘 활기차고 평화롭다!"
914,95112,고고다이노,드라마,KR,13.0,260.0,"우주 안전 관리국의 훈련 과정을 수료한 4마리의 공룡 로봇이 주인공이다. 이들 신입 요원은 최고의 요원이 되기를 꿈꾸며 동물 마을에서 첫 임무를 맡게 되는데...

동물 마을은 평화로워 보이지만 말썽꾸러기 삼총사 벤과 폴, 그리고 에밀리 때문에 조용할 날이 없다. 4마리의 공룡 로봇들은 마을 친구들에게 어렵거나 힘든 일이 생기면 힘을 모아 사건을 해결하며 최고의 요원으로 성장해 간다."
915,96102,슬기로운 의사생활,드라마,KR,80.0,24.0,"누군가는 태어나고 누군가는 삶을 끝내는 탄생과 죽음이 공존하는, 인생의 축소판이라 불리는 병원에서 평범한 듯 특별한 하루하루를 살아가는 사람들과 눈빛만 봐도 알 수 있는 20년지기 친구들의 케미스토리를 담은 드라마"
916,215720,눈물의 여왕,드라마,KR,,16.0,"세기의 결혼인가, 세기의 전쟁인가. 퀸즈 그룹 재벌 3세이자 백화점의 여왕 홍해인, 용두리 이장 아들이자 슈퍼마켓 왕자 백현우. 아찔한 위기를 맞은 3년 차 부부에게 기적처럼 다시 사랑이 시작된다."
917,117376,빈센조,드라마,KR,,20.0,조직의 배신으로 한국으로 오게 된 이탈리아 마피아 변호사가 베테랑 독종 변호사와 함께 악당의 방식으로 악당을 쓸어버리는 이야기
918,286360,맨 끝줄 소년,드라마,KR,63.0,6.0,실패한 작가이자 국문학과 교수인 허문오. 강의실 맨 끝줄 소년 이강의 천재성을 발견하고 문학 수업을 제안한다. 하지만 이강이 쓴 예측 불가한 이야기에 빠져들면서 수업은 뜻밖의 방향으로 치닫는다.
919,79434,김비서가 왜 그럴까,드라마,KR,70.0,16.0,"재력, 얼굴, 수완까지 모든 것을 다 갖췄지만 자기애로 똘똘 뭉친 나르시시스트 부회장과 그를 완벽하게 보좌해온 비서의 퇴사밀당 로맨스. 잘생긴 얼굴, 완벽한 비율, 영특한 머리, 탁월한 경영 능력까지! 태어나서 지금까지, 늘 모든 분야에서 독보적인 1위였다. 스스로를 너무 사랑한 나머지 연애 한 번 안 하고, 스스로 너무 잘난 나머지 주변 사람들의 부족함을 견디지 못하는 그가 곁을 허락하는 유일한 사람이 있었으니 오래된 부부 같은 호흡을 자랑하는 비서, ‘김미소’다. 그런데 그런 김비서가 어느 날 갑자기 퇴사를 선언한다. ""대체 왜? 나를 보필할 수 있는 초특급 영예를 박차고 나가겠다고...?"" 대체... 김비서가 왜 그럴까?"
920,94796,사랑의 불시착,드라마,KR,,16.0,"뜻밖의 돌풍은 행운일까, 불운일까. 패러글라이딩 사고로 북한에 불시착한 재벌 딸. 그곳에서 깐깐한 북한군 장교를 만난다. 이 와중에 피어오르는 낯선 감정은 뭐지?"
921,212204,반짝이는 워터멜론,드라마,KR,64.0,16.0,"음악에 천부적인 재능을 타고난 코다(CODA, 청각장애인 부모 아래서 태어난 청인 자녀) 소년이 수상한 악기점을 통해 낯선 공간에 불시착하게 되고, 그곳에서 만난 수상쩍은 청춘들과 함께 밴드 ‘워터멜론 슈가’를 결성하게 되면서 벌어지는 판타지 청춘 드라마"
922,93007,궁금한 이야기 Y,예능,KR,,766.0,"궁금한 이야기 Y. 세상 모든 것은 이야기로 이루어져 있다. 그중엔 궁금한 이야기가 수없이 많다. 그리고 모든 이야기엔 이유가 있다. '왜?' 그 모든 재미있는 이야기, 그건 '왜' 그렇게 된걸까? 'WHY?' 시청자들이 가장 궁금해 하는 뉴스속의 화제, 인물을 카메라에 담아 이야기의 이면에 숨어있는 'WHY'를 흥미진진하게 풀어주는 'Y'에서 만나보세요."
923,129236,나는 SOLO,예능,KR,,260.0,"나가자~! 커플로!!! 눈물 없이 볼 수 없는 청춘남녀들의 달콤살벌한 로맨스가 시작된다!결혼을 간절히 원하는 솔로 남녀들이 모여 사랑을 찾기 위해 고군분투하는 극사실주의 솔로탈출 대서사시!'SOLO'인 자는 누구나 출연 자격이 있다! 능력, 매력 캐릭터 장착자 일반인 출연자들이 사랑 앞에 더욱 솔직해진 복잡 미묘한 사랑이야기가 온몸의 연애세포를 깨어나게 만든다"
924,78385,밥 잘 사주는 예쁜 누나,드라마,KR,75.0,16.0,"2018년 3월 JTBC에서 방영을 시작한 드라마. 많이들 연애를 하지만 진짜 연애는 참 드물다. 영혼이 흔들릴 것 같은 연애, 나의 불치병보다 상대방의 감기가 더 아픈 연애, 우리는 진짜 해본 적이 있을까? 언제나 나만 생각하는 이기적인 내가 타인과 관계망에 대한 인식의 지평을 넓혀 진짜 교감을 할 수 있을까? 우리는 타인의 기쁨과 슬픔, 희열과 고통을, 그 질감을 가감 없이 그대로 느낄 수 있을까? 가능하다. 진짜 연애에 폭 빠져있는 그 순간에는. 끊임없는 관심으로 상대방을 들여다보고 그 인생의 모든 장면들을 낱낱이 기록하고 기억하는 일, 그것이 사랑이다."
925,79265,EBS 다큐프라임,드라마,KR,,296.0,한국교육방송공사의 교육기획 다큐멘터리 프로그램
926,218539,마이데몬,드라마,KR,,16.0,냉혹한 악마와 차가운 상속녀. 둘이 우연한 만남으로 얽히면서 악마의 능력이 사라진다. 그런데 어쩌면 그 능력과 악마의 마음을 되살릴 열쇠가 상속녀에게 있을지 모른다.
927,19845,뽀롱뽀롱 뽀로로,드라마,KR,11.0,312.0,"세상이 온통 하얀 눈으로 뒤덮인 어느 추운 나라 작은 섬. 뽀롱뽀롱 숲 속 마을에는 뽀로로, 크롱과 에디, 루피, 포비, 해리, 패티 등의 동물 친구들이 모여 살고 있습니다. 호기심 많은 말썽꾸러기 뽀로로와 크롱 때문에 숲 속 마을에서는 항상 크고 작은 소동이 끓이지 않지만, 친구들은 서로 이해하고 도와가며 함께 지혜롭게 살아가는 법을 터득하고 있습니다."
928,48462,상속자들,드라마,KR,60.0,20.0,대한민국 상위 1%에 속하는 재벌가에서 자란 10대 고교생들의 이야기를 담은 드라마
929,285838,기리고,드라마,KR,60.0,8.0,소원의 대가는 죽음. 소원을 이뤄주는 애플리케이션 '기리고'의 저주로 고등학생 몇몇이 갑작스러운 죽음을 예고 받는다. 그 저주의 사슬을 끊고자 발버둥 치는 이들은 끝내 살아남을 수 있을까.
930,96121,헬로카봇,드라마,KR,,540.0,모험심 강한 소년 차탄이 우연히 발견한 신비의 큐브를 통해 자동차에서 로봇으로 변신하는 카봇을 만나 친구가 되어 어둠의 세력에 맞서는 코믹 액션물
